DATADATE,VALUE
641,2012-07-27,643.0
642,2012-07-30,645.0
643,2012-07-31,642.0
644,2012-08-01,638.0
645,2012-08-02,634.0
646,2012-08-03,626.0
647,2012-08-06,623.0
648,2012-08-07,619.0
649,2012-08-08,615.0
650,2012-08-09,613.0
651,2012-08-10,612.0
652,2012-08-13,608.0
653,2012-08-14,604.0
654,2012-08-15,604.0
655,2012-08-16,606.0
656,2012-08-17,608.0
657,2012-08-20,610.0
658,2012-08-21,614.0
659,2012-08-22,617.0
660,2012-08-23,617.0
661,2012-08-24,618.0
662,2012-08-28,620.0
663,2012-08-29,622.0
664,2012-08-30,626.0
665,2012-08-31,627.0
666,2012-09-03,628.0
667,2012-09-04,626.0
668,2012-09-05,628.0
669,2012-09-06,631.0
670,2012-09-07,634.0
671,2012-09-10,637.0
672,2012-09-11,635.0
673,2012-09-12,634.0
674,2012-09-13,633.0
675,2012-09-14,634.0
676,2012-09-17,635.0
677,2012-09-18,637.0
678,2012-09-19,642.0
679,2012-09-20,643.0
680,2012-09-21,642.0
681,2012-09-24,640.0
682,2012-09-25,638.0
683,2012-09-26,640.0
684,2012-09-27,646.0
685,2012-09-28,649.0
686,2012-10-01,652.0
687,2012-10-02,656.0
688,2012-10-03,660.0
689,2012-10-04,664.0
690,2012-10-05,664.0
691,2012-10-08,662.0
692,2012-10-09,662.0
693,2012-10-10,663.0
694,2012-10-11,665.0
695,2012-10-12,667.0
696,2012-10-15,668.0
697,2012-10-16,668.0
698,2012-10-17,670.0
699,2012-10-18,672.0
700,2012-10-19,676.0
701,2012-10-22,680.0
702,2012-10-23,681.0
703,2012-10-24,683.0
704,2012-10-25,681.0
705,2012-10-26,678.0
706,2012-10-29,675.0
707,2012-10-30,672.0
708,2012-10-31,674.0
709,2012-11-01,672.0
710,2012-11-02,667.0
711,2012-11-05,659.0
712,2012-11-06,655.0
713,2012-11-07,662.0
714,2012-11-08,667.0
715,2012-11-09,680.0
716,2012-11-12,687.0
717,2012-11-13,700.0
718,2012-11-14,713.0
719,2012-11-15,715.0
720,2012-11-16,715.0
721,2012-11-19,723.0
722,2012-11-20,723.0
723,2012-11-21,725.0
724,2012-11-22,723.0
725,2012-11-23,723.0
726,2012-11-26,721.0
727,2012-11-27,719.0
728,2012-11-28,708.0
729,2012-11-29,705.0
730,2012-11-30,705.0
731,2012-12-03,703.0
732,2012-12-04,701.0
733,2012-12-05,702.0
734,2012-12-06,706.0
735,2012-12-07,707.0
736,2012-12-10,711.0
737,2012-12-11,724.0
738,2012-12-12,730.0
739,2012-12-13,741.0
740,2012-12-14,746.0
741,2012-12-17,754.0
742,2012-12-18,774.0
743,2012-12-19,779.0
744,2012-12-20,778.0
745,2012-12-21,774.0
746,2012-12-24,764.0
747,2012-12-25,764.0
748,2012-12-26,764.0
749,2012-12-27,764.0
750,2012-12-28,764.0
751,2012-12-31,669.0
752,2013-01-02,696.0
753,2013-01-03,689.0
754,2013-01-04,679.0
755,2013-01-07,671.0
756,2013-01-08,663.0
757,2013-01-09,654.0
758,2013-01-10,646.0
759,2013-01-11,641.0
760,2013-01-14,637.0
761,2013-01-15,633.0
762,2013-01-16,631.0
763,2013-01-17,630.0
764,2013-01-18,630.0
765,2013-01-21,633.0
766,2013-01-22,632.0
767,2013-01-23,636.0
768,2013-01-24,647.0
769,2013-01-25,646.0
770,2013-01-28,637.0
771,2013-01-29,632.0
772,2013-01-30,636.0
773,2013-01-31,636.0
774,2013-02-01,635.0
775,2013-02-04,634.0
776,2013-02-05,632.0
777,2013-02-06,636.0
778,2013-02-07,638.0
779,2013-02-08,640.0
780,2013-02-11,643.0
781,2013-02-12,647.0
782,2013-02-13,655.0
783,2013-02-14,657.0
